"Product ID";"Combination ID";"Indeks produktu";"Nr ref. kombinacji";"Nazwa produktu";"Nazwa kombinacji";Dostawca;Wyświetlany;"Fizyczny stan magazynu";"Zarezerwowana ilość";"Dostępna ilość";"Niski poziom produktów w magazynie";"Wyślij do mnie wiadomość e-mail, gdy ilość jest niższa lub równa temu poziomowi"
6534;0;N/A;N/A;"Máslový ležák";N/A;N/A;1;0;0;0;N/A;0
6535;0;N/A;N/A;"Bertíkovy fazolky, malé (35 g)";N/A;N/A;1;5;0;5;N/A;0
6536;0;N/A;N/A;"Čokoládová žabka s 3D kartou";N/A;N/A;1;6;0;6;N/A;0
6537;0;N/A;N/A;"Death potion";N/A;N/A;1;2;0;2;N/A;0
6538;0;N/A;N/A;"Health Potion";N/A;N/A;1;2;0;2;N/A;0
6539;0;N/A;N/A;"Stamina Potion";N/A;N/A;1;10;0;10;N/A;0
6540;0;N/A;N/A;"Life Potion";N/A;N/A;1;6;0;6;N/A;0
6541;0;N/A;N/A;"Bertíkovy fazolky - 10 dobrých příchutí (28 g)";N/A;N/A;1;0;0;0;N/A;0
6542;0;N/A;N/A;"Mana Potion";N/A;N/A;1;5;0;5;N/A;0
6543;0;N/A;N/A;"Sada potionů se samolepkami";N/A;N/A;1;6;0;6;N/A;0
6544;0;N/A;N/A;"Bonbóny Harry Potter - Slimáci";N/A;N/A;1;4;0;4;N/A;0
6545;0;N/A;N/A;"Bonbóny PEZ - Fruit Mix";N/A;N/A;1;8;0;8;N/A;0
6546;0;N/A;N/A;"Babiččina zahrádka";N/A;N/A;1;6;0;6;N/A;0
6547;0;N/A;N/A;"Přesýpací hodiny";N/A;N/A;1;2;0;2;N/A;0
6548;0;N/A;N/A;"Dárková sada - Health, Mana a Stamina";N/A;N/A;1;1;0;1;N/A;0
6549;0;N/A;N/A;"Limonáda Seicha Matcha - Yuzu, máta, zázvor 0,33 l";N/A;N/A;1;2;0;2;N/A;0
6550;0;N/A;N/A;"Bertíkovy fazolky, velké (125 g)";N/A;N/A;1;2;0;2;N/A;0
6551;0;N/A;N/A;Máta;N/A;N/A;1;4;0;4;N/A;0
6552;0;N/A;N/A;"Limonáda Club-Mate Cola 0,33 l";N/A;N/A;1;3;0;3;N/A;0
6553;0;N/A;N/A;"Indiánské léto";N/A;N/A;1;9;0;9;N/A;0
6554;0;N/A;N/A;Rooibos;N/A;N/A;1;8;0;8;N/A;0
6555;0;N/A;N/A;"Naruto Shippuden - Naruto Ultra Ice Tea 330 ml";N/A;N/A;1;1;0;1;N/A;0
6556;0;N/A;N/A;"Limonáda Seicha Matcha - Limetka 0,33 l";N/A;N/A;1;0;0;0;N/A;0
6557;0;N/A;N/A;"Bonbóny Pokémon - náhodný druh (8 g)";N/A;N/A;1;7;0;7;N/A;0
6558;0;N/A;N/A;"Jasmínový čaj";N/A;N/A;1;10;0;10;N/A;0
6559;0;N/A;N/A;"Magické bonbóny Harry Potter";N/A;N/A;1;7;0;7;N/A;0
6560;0;N/A;N/A;"Medovina - Vikinská krev 0,75 l";N/A;N/A;1;1;0;1;N/A;0
6561;0;N/A;N/A;"Máslový ležák, 4ks";N/A;N/A;1;4;0;4;N/A;0
6562;0;N/A;N/A;"China Gunpowder";N/A;N/A;1;6;0;6;N/A;0
6563;0;N/A;N/A;"Naruto Shippuden - Rýžové chipsy Naruto, sýrové";N/A;N/A;1;5;0;5;N/A;0
6564;0;N/A;N/A;"Máslový ležák";N/A;N/A;1;10;0;10;N/A;0
6565;0;N/A;N/A;"Bertíkovy fazolky, malé (35 g)";N/A;N/A;1;10;0;10;N/A;0
6566;0;N/A;N/A;"Čokoládová žabka s 3D kartou";N/A;N/A;1;2;0;2;N/A;0
6567;0;N/A;N/A;"Death potion";N/A;N/A;1;1;0;1;N/A;0
6568;0;N/A;N/A;"Health Potion";N/A;N/A;1;1;0;1;N/A;0
6569;0;N/A;N/A;"Stamina Potion";N/A;N/A;1;4;0;4;N/A;0
6570;0;N/A;N/A;"Life Potion";N/A;N/A;1;8;0;8;N/A;0
6571;0;N/A;N/A;"Bertíkovy fazolky - 10 dobrých příchutí (28 g)";N/A;N/A;1;1;0;1;N/A;0
6572;0;N/A;N/A;"Mana Potion";N/A;N/A;1;5;0;5;N/A;0
6573;0;N/A;N/A;"Sada potionů se samolepkami";N/A;N/A;1;1;0;1;N/A;0
6574;0;N/A;N/A;"Bonbóny Harry Potter - Slimáci";N/A;N/A;1;3;0;3;N/A;0
6575;0;N/A;N/A;"Bonbóny PEZ - Fruit Mix";N/A;N/A;1;4;0;4;N/A;0
6576;0;N/A;N/A;"Babiččina zahrádka";N/A;N/A;1;8;0;8;N/A;0
6577;0;N/A;N/A;"Přesýpací hodiny";N/A;N/A;1;1;0;1;N/A;0
6578;0;N/A;N/A;"Dárková sada - Health, Mana a Stamina";N/A;N/A;1;9;0;9;N/A;0
6579;0;N/A;N/A;"Limonáda Seicha Matcha - Yuzu, máta, zázvor 0,33 l";N/A;N/A;1;0;0;0;N/A;0
6580;0;N/A;N/A;"Bertíkovy fazolky, velké (125 g)";N/A;N/A;1;9;0;9;N/A;0
6581;0;N/A;N/A;Máta;N/A;N/A;1;0;0;0;N/A;0
6582;0;N/A;N/A;"Limonáda Club-Mate Cola 0,33 l";N/A;N/A;1;3;0;3;N/A;0
6583;0;N/A;N/A;"Indiánské léto";N/A;N/A;1;3;0;3;N/A;0
6584;0;N/A;N/A;Rooibos;N/A;N/A;1;1;0;1;N/A;0
6585;0;N/A;N/A;"Naruto Shippuden - Naruto Ultra Ice Tea 330 ml";N/A;N/A;1;10;0;10;N/A;0
6586;0;N/A;N/A;"Limonáda Seicha Matcha - Limetka 0,33 l";N/A;N/A;1;10;0;10;N/A;0
6587;0;N/A;N/A;"Bonbóny Pokémon - náhodný druh (8 g)";N/A;N/A;1;2;0;2;N/A;0
6588;0;N/A;N/A;"Jasmínový čaj";N/A;N/A;1;3;0;3;N/A;0
6589;0;N/A;N/A;"Magické bonbóny Harry Potter";N/A;N/A;1;9;0;9;N/A;0
6590;0;N/A;N/A;"Medovina - Vikinská krev 0,75 l";N/A;N/A;1;5;0;5;N/A;0
6591;0;N/A;N/A;"Máslový ležák, 4ks";N/A;N/A;1;1;0;1;N/A;0
6592;0;N/A;N/A;"China Gunpowder";N/A;N/A;1;8;0;8;N/A;0
6593;0;N/A;N/A;"Naruto Shippuden - Rýžové chipsy Naruto, sýrové";N/A;N/A;1;4;0;4;N/A;0
6594;0;N/A;N/A;"Adventní kalendář Harry Potter - Vánoce v magickém světě";N/A;N/A;1;9;0;9;N/A;0
6595;0;N/A;N/A;"Propiska Harry Potter - Zlatonka";N/A;N/A;1;1;0;1;N/A;0
6596;0;N/A;N/A;"Samolepka Zaklínač - Logo";N/A;N/A;1;8;0;8;N/A;0
6597;0;N/A;N/A;"Zápisník Harry Potter - Alohomora, se zámkem";N/A;N/A;1;4;0;4;N/A;0
6598;0;N/A;N/A;"Vinylové samolepky Pán prstenů";N/A;N/A;1;3;0;3;N/A;0
6599;0;N/A;N/A;"Zápisník Dungeons and Dragons - Basic Rules";N/A;N/A;1;0;0;0;N/A;0
6600;0;N/A;N/A;"Diář Harry Potter 2025, magnetický";N/A;N/A;1;1;0;1;N/A;0
6601;0;N/A;N/A;"Dračí kalendář: Draci 2025";N/A;N/A;1;7;0;7;N/A;0
6602;0;N/A;N/A;"Propiska Harry Potter - Hedvika";N/A;N/A;1;1;0;1;N/A;0
6603;0;N/A;N/A;"Sada samolepek Pán prstenů";N/A;N/A;1;8;0;8;N/A;0
6604;0;N/A;N/A;"Zápisník Doctor Who - Tardis Premium";N/A;N/A;1;4;0;4;N/A;0
6605;0;N/A;N/A;"Podložka pod myš Zaklínač - Škola vlka";N/A;N/A;1;4;0;4;N/A;0
6606;0;N/A;N/A;"Adventní kalendář Harry Potter - Dobby";N/A;N/A;1;8;0;8;N/A;0
6607;0;N/A;N/A;"Pokémon TCG: Adventní kalendář 2024";N/A;N/A;1;10;0;10;N/A;0
6608;0;N/A;N/A;"Tužka Harry Potter - Nástupiště 9 a 3/4";N/A;N/A;1;6;0;6;N/A;0
6609;0;N/A;N/A;"Zápisník Minecraft 3D - Boom";N/A;N/A;1;4;0;4;N/A;0
6610;0;N/A;N/A;"Podložka pod myš a klávesnici Zaklínač - Skellige";N/A;N/A;1;1;0;1;N/A;0
6611;0;N/A;N/A;"Sada samolepek Wednesday";N/A;N/A;1;2;0;2;N/A;0
6612;0;N/A;N/A;"Zápisník Pán prstenů - Středozem, s mapou";N/A;N/A;1;3;0;3;N/A;0
6613;0;N/A;N/A;"Propiska Pán prstenů - Prsten moci";N/A;N/A;1;6;0;6;N/A;0
6614;0;N/A;N/A;"Zápisník Dungeons & Dragons: Book of Holding";N/A;N/A;1;8;0;8;N/A;0
6615;0;N/A;N/A;"Vinylové samolepky Harry Potter - Nebelvír";N/A;N/A;1;3;0;3;N/A;0
6616;0;N/A;N/A;"Dárková sada League of Legends";N/A;N/A;1;9;0;9;N/A;0
6617;0;N/A;N/A;"Vícebarevná propiska Minecraft - 10 barev";N/A;N/A;1;0;0;0;N/A;0
6618;0;N/A;N/A;"Adventní kalendář Harry Potter - Pobertův plánek, Bertíkovy fazolky";N/A;N/A;1;7;0;7;N/A;0
6619;0;N/A;N/A;"Zápisník Cthulhu - Necronomicon";N/A;N/A;1;9;0;9;N/A;0
6620;0;N/A;N/A;"Propiska Harry Potter - Znak Zmijozelu";N/A;N/A;1;5;0;5;N/A;0
6621;0;N/A;N/A;"Pečetidlo Pán prstenů";N/A;N/A;1;0;0;0;N/A;0
6622;0;N/A;N/A;"Vinylové samolepky Harry Potter - Havraspár";N/A;N/A;1;4;0;4;N/A;0
6623;0;N/A;N/A;"Adventní kalendář Harry Potter - Vánoce v magickém světě";N/A;N/A;1;7;0;7;N/A;0
6624;0;N/A;N/A;"Propiska Harry Potter - Zlatonka";N/A;N/A;1;3;0;3;N/A;0
6625;0;N/A;N/A;"Samolepka Zaklínač - Logo";N/A;N/A;1;9;0;9;N/A;0
6626;0;N/A;N/A;"Zápisník Harry Potter - Alohomora, se zámkem";N/A;N/A;1;4;0;4;N/A;0
6627;0;N/A;N/A;"Vinylové samolepky Pán prstenů";N/A;N/A;1;1;0;1;N/A;0
6628;0;N/A;N/A;"Zápisník Dungeons and Dragons - Basic Rules";N/A;N/A;1;4;0;4;N/A;0
6629;0;N/A;N/A;"Diář Harry Potter 2025, magnetický";N/A;N/A;1;1;0;1;N/A;0
6630;0;N/A;N/A;"Dračí kalendář: Draci 2025";N/A;N/A;1;5;0;5;N/A;0
6631;0;N/A;N/A;"Propiska Harry Potter - Hedvika";N/A;N/A;1;6;0;6;N/A;0
6632;0;N/A;N/A;"Sada samolepek Pán prstenů";N/A;N/A;1;4;0;4;N/A;0
6633;0;N/A;N/A;"Zápisník Doctor Who - Tardis Premium";N/A;N/A;1;2;0;2;N/A;0
6634;0;N/A;N/A;"Podložka pod myš Zaklínač - Škola vlka";N/A;N/A;1;2;0;2;N/A;0
6635;0;N/A;N/A;"Adventní kalendář Harry Potter - Dobby";N/A;N/A;1;1;0;1;N/A;0
6636;0;N/A;N/A;"Pokémon TCG: Adventní kalendář 2024";N/A;N/A;1;7;0;7;N/A;0
6637;0;N/A;N/A;"Tužka Harry Potter - Nástupiště 9 a 3/4";N/A;N/A;1;9;0;9;N/A;0
6638;0;N/A;N/A;"Zápisník Minecraft 3D - Boom";N/A;N/A;1;5;0;5;N/A;0
6639;0;N/A;N/A;"Podložka pod myš a klávesnici Zaklínač - Skellige";N/A;N/A;1;2;0;2;N/A;0
6640;0;N/A;N/A;"Sada samolepek Wednesday";N/A;N/A;1;4;0;4;N/A;0
6641;0;N/A;N/A;"Zápisník Pán prstenů - Středozem, s mapou";N/A;N/A;1;1;0;1;N/A;0
6642;0;N/A;N/A;"Propiska Pán prstenů - Prsten moci";N/A;N/A;1;0;0;0;N/A;0
6643;0;N/A;N/A;"Zápisník Dungeons & Dragons: Book of Holding";N/A;N/A;1;9;0;9;N/A;0
6644;0;N/A;N/A;"Vinylové samolepky Harry Potter - Nebelvír";N/A;N/A;1;1;0;1;N/A;0
6645;0;N/A;N/A;"Dárková sada League of Legends";N/A;N/A;1;2;0;2;N/A;0
6646;0;N/A;N/A;"Vícebarevná propiska Minecraft - 10 barev";N/A;N/A;1;10;0;10;N/A;0
6647;0;N/A;N/A;"Adventní kalendář Harry Potter - Pobertův plánek, Bertíkovy fazolky";N/A;N/A;1;0;0;0;N/A;0
6648;0;N/A;N/A;"Zápisník Cthulhu - Necronomicon";N/A;N/A;1;7;0;7;N/A;0
6649;0;N/A;N/A;"Propiska Harry Potter - Znak Zmijozelu";N/A;N/A;1;4;0;4;N/A;0
6650;0;N/A;N/A;"Pečetidlo Pán prstenů";N/A;N/A;1;1;0;1;N/A;0
6651;0;N/A;N/A;"Vinylové samolepky Harry Potter - Havraspár";N/A;N/A;1;0;0;0;N/A;0
6652;0;N/A;N/A;"Plastové lišty na plakát (2ks)";N/A;N/A;1;7;0;7;N/A;0
6653;0;N/A;N/A;"Mapa Středozemě";N/A;N/A;1;6;0;6;N/A;0
6654;0;N/A;N/A;"Plakát na dveře Harry Potter - Tlustá dáma";N/A;N/A;1;10;0;10;N/A;0
6655;0;N/A;N/A;"Plakát na dveře Pán prstenů - Brána Morie";N/A;N/A;1;3;0;3;N/A;0
6656;0;N/A;N/A;"Plakát Pokémon Kanto";N/A;N/A;1;6;0;6;N/A;0
6657;0;N/A;N/A;"Plakát Harry Potter - Bradavice";N/A;N/A;1;3;0;3;N/A;0
6658;0;N/A;N/A;"Rám na plakát";N/A;N/A;1;8;0;8;N/A;0
6659;0;N/A;N/A;"Mapa Severního Magnamundu - Svobodná království";N/A;N/A;1;1;0;1;N/A;0
6660;0;N/A;N/A;"Plakát Kingdom Come Deliverance II";N/A;N/A;1;3;0;3;N/A;0
6661;0;N/A;N/A;"Plakát Minecraft - Steve a Alex";N/A;N/A;1;10;0;10;N/A;0
6662;0;N/A;N/A;"Plakát Stranger Things - Seasons Montage";N/A;N/A;1;0;0;0;N/A;0
6663;0;N/A;N/A;"Plakát World of Warcraft - Map";N/A;N/A;1;3;0;3;N/A;0
6664;0;N/A;N/A;"Plakát One Piece - Wanted Luffy Wano";N/A;N/A;1;0;0;0;N/A;0
6665;0;N/A;N/A;"Plakát Fallout - Nuka Cola";N/A;N/A;1;3;0;3;N/A;0
6666;0;N/A;N/A;"Plakát Beetlejuice";N/A;N/A;1;5;0;5;N/A;0
6667;0;N/A;N/A;"Plakát Wednesday - Downpour";N/A;N/A;1;3;0;3;N/A;0
6668;0;N/A;N/A;"Plakát Doctor Who - TARDIS Comic";N/A;N/A;1;5;0;5;N/A;0
6669;0;N/A;N/A;"Plakát Dune - Fear is the mind-killer";N/A;N/A;1;7;0;7;N/A;0
6670;0;N/A;N/A;"Plakát Star Wars - 40th Anniversary (Montage)";N/A;N/A;1;8;0;8;N/A;0
6671;0;N/A;N/A;"Obraz Zaklínač 3: Divoký hon - Geralt";N/A;N/A;1;10;0;10;N/A;0
6672;0;N/A;N/A;"Rám na vinylovou desku 50 x 70 cm";N/A;N/A;1;6;0;6;N/A;0
6673;0;N/A;N/A;"Háček Twenty Mini, 2 ks";N/A;N/A;1;7;0;7;N/A;0
6674;0;N/A;N/A;"Plakát Harry Potter - Undesirable n°1";N/A;N/A;1;10;0;10;N/A;0
6675;0;N/A;N/A;"Obraz Pán prstenů - Společenstvo";N/A;N/A;1;5;0;5;N/A;0
6676;0;N/A;N/A;"Plakát Star Wars - Vader Comic";N/A;N/A;1;10;0;10;N/A;0
6677;0;N/A;N/A;"Plakát Spider-Man - Web Sling";N/A;N/A;1;0;0;0;N/A;0
6678;0;N/A;N/A;"Plakát Zaklínač - Geralt";N/A;N/A;1;9;0;9;N/A;0
6679;0;N/A;N/A;"Sada plakátů Avatar: The Last Airbender - Appa & Map";N/A;N/A;1;6;0;6;N/A;0
6680;0;N/A;N/A;"Plakát Hra o trůny - Mapa Westerosu a Essosu";N/A;N/A;1;2;0;2;N/A;0
6681;0;N/A;N/A;"Plakát Demon Slayer - Entertainment District";N/A;N/A;1;8;0;8;N/A;0
6682;0;N/A;N/A;"Plastové lišty na plakát (2ks)";N/A;N/A;1;6;0;6;N/A;0
6683;0;N/A;N/A;"Mapa Středozemě";N/A;N/A;1;5;0;5;N/A;0
6684;0;N/A;N/A;"Plakát na dveře Harry Potter - Tlustá dáma";N/A;N/A;1;8;0;8;N/A;0
6685;0;N/A;N/A;"Plakát na dveře Pán prstenů - Brána Morie";N/A;N/A;1;7;0;7;N/A;0
6686;0;N/A;N/A;"Plakát Pokémon Kanto";N/A;N/A;1;1;0;1;N/A;0
6687;0;N/A;N/A;"Plakát Harry Potter - Bradavice";N/A;N/A;1;1;0;1;N/A;0
6688;0;N/A;N/A;"Rám na plakát";N/A;N/A;1;9;0;9;N/A;0
6689;0;N/A;N/A;"Mapa Severního Magnamundu - Svobodná království";N/A;N/A;1;9;0;9;N/A;0
6690;0;N/A;N/A;"Plakát Kingdom Come Deliverance II";N/A;N/A;1;0;0;0;N/A;0
6691;0;N/A;N/A;"Plakát Minecraft - Steve a Alex";N/A;N/A;1;1;0;1;N/A;0
6692;0;N/A;N/A;"Plakát Stranger Things - Seasons Montage";N/A;N/A;1;10;0;10;N/A;0
6693;0;N/A;N/A;"Plakát World of Warcraft - Map";N/A;N/A;1;5;0;5;N/A;0
6694;0;N/A;N/A;"Plakát One Piece - Wanted Luffy Wano";N/A;N/A;1;5;0;5;N/A;0
6695;0;N/A;N/A;"Plakát Fallout - Nuka Cola";N/A;N/A;1;6;0;6;N/A;0
6696;0;N/A;N/A;"Plakát Beetlejuice";N/A;N/A;1;3;0;3;N/A;0
6697;0;N/A;N/A;"Plakát Wednesday - Downpour";N/A;N/A;1;4;0;4;N/A;0
6698;0;N/A;N/A;"Plakát Doctor Who - TARDIS Comic";N/A;N/A;1;4;0;4;N/A;0
6699;0;N/A;N/A;"Plakát Dune - Fear is the mind-killer";N/A;N/A;1;6;0;6;N/A;0
6700;0;N/A;N/A;"Plakát Star Wars - 40th Anniversary (Montage)";N/A;N/A;1;10;0;10;N/A;0
6701;0;N/A;N/A;"Obraz Zaklínač 3: Divoký hon - Geralt";N/A;N/A;1;1;0;1;N/A;0
6702;0;N/A;N/A;"Rám na vinylovou desku 50 x 70 cm";N/A;N/A;1;4;0;4;N/A;0
6703;0;N/A;N/A;"Háček Twenty Mini, 2 ks";N/A;N/A;1;3;0;3;N/A;0
6704;0;N/A;N/A;"Plakát Harry Potter - Undesirable n°1";N/A;N/A;1;9;0;9;N/A;0
6705;0;N/A;N/A;"Obraz Pán prstenů - Společenstvo";N/A;N/A;1;7;0;7;N/A;0
6706;0;N/A;N/A;"Plakát Star Wars - Vader Comic";N/A;N/A;1;8;0;8;N/A;0
6707;0;N/A;N/A;"Plakát Spider-Man - Web Sling";N/A;N/A;1;9;0;9;N/A;0
6708;0;N/A;N/A;"Plakát Zaklínač - Geralt";N/A;N/A;1;1;0;1;N/A;0
6709;0;N/A;N/A;"Sada plakátů Avatar: The Last Airbender - Appa & Map";N/A;N/A;1;10;0;10;N/A;0
6710;0;N/A;N/A;"Plakát Hra o trůny - Mapa Westerosu a Essosu";N/A;N/A;1;2;0;2;N/A;0
6711;0;N/A;N/A;"Plakát Demon Slayer - Entertainment District";N/A;N/A;1;8;0;8;N/A;0
6712;0;N/A;N/A;"Hexový papír soubojový";N/A;N/A;1;9;0;9;N/A;0
6713;0;N/A;N/A;"Osobní deník pro Drd";N/A;N/A;1;6;0;6;N/A;0
6714;0;N/A;N/A;"Hexový papír pro pohyb pod širým nebem";N/A;N/A;1;2;0;2;N/A;0
6715;0;N/A;N/A;"Hexový papír hradní";N/A;N/A;1;3;0;3;N/A;0
6716;0;N/A;N/A;"Dračí doupě II - krabice";N/A;N/A;1;8;0;8;N/A;0
6717;0;N/A;N/A;"Asterion - Krajiny za obzorem 2: Hranice šílenství";N/A;N/A;1;4;0;4;N/A;0
6718;0;N/A;N/A;"Drd kostky dračí";N/A;N/A;1;0;0;0;N/A;0
6719;0;N/A;N/A;"Časopis Dech Draka 1/2006";N/A;N/A;1;5;0;5;N/A;0
6720;0;N/A;N/A;"Časopis Dech Draka 3/2006";N/A;N/A;1;9;0;9;N/A;0
6721;0;N/A;N/A;"Časopis Dech Draka 5/2006";N/A;N/A;1;8;0;8;N/A;0
6722;0;N/A;N/A;"Časopis Dech Draka 6/2006";N/A;N/A;1;1;0;1;N/A;0
6723;0;N/A;N/A;"Dračí doupě II - Bestiář";N/A;N/A;1;9;0;9;N/A;0
6724;0;N/A;N/A;"Hexový papír s číslovanými hexy";N/A;N/A;1;6;0;6;N/A;0
6725;0;N/A;N/A;"Časopis Dech Draka 4/2006";N/A;N/A;1;10;0;10;N/A;0
6726;0;N/A;N/A;"Časopis Dech Draka 2/2006";N/A;N/A;1;6;0;6;N/A;0
6727;0;N/A;N/A;"Kostka Dračí doupě";N/A;N/A;1;10;0;10;N/A;0
6728;0;N/A;N/A;"Dračí doupě II - brožovaná";N/A;N/A;1;6;0;6;N/A;0
6729;0;N/A;N/A;"Časopis Dech Draka 2/2005";N/A;N/A;1;1;0;1;N/A;0
6730;0;N/A;N/A;"Asterion - Za závojem stínů";N/A;N/A;1;10;0;10;N/A;0
6731;0;N/A;N/A;"Časopis Dech Draka 1/2005";N/A;N/A;1;5;0;5;N/A;0
6732;0;N/A;N/A;"Časopis Dech Draka 5/2005";N/A;N/A;1;1;0;1;N/A;0
6733;0;N/A;N/A;"Časopis Dech Draka 4/2005";N/A;N/A;1;6;0;6;N/A;0
6734;0;N/A;N/A;"Dračí doupě plus: Bojovník a Čaroděj";N/A;N/A;1;8;0;8;N/A;0
6735;0;N/A;N/A;"Dračí doupě plus: Hraničář a Kněz";N/A;N/A;1;9;0;9;N/A;0
6736;0;N/A;N/A;"Dračí doupě plus: Zloděj a Theurg";N/A;N/A;1;4;0;4;N/A;0
6737;0;N/A;N/A;"Kožený obal na Dračí doupě II";N/A;N/A;1;3;0;3;N/A;0
6738;0;N/A;N/A;"Časopis Dech Draka 6/2005";N/A;N/A;1;1;0;1;N/A;0
6739;0;N/A;N/A;"D&D Dungeon Master's Screen Dungeon Kit";N/A;N/A;1;9;0;9;N/A;0
6740;0;N/A;N/A;"Krabička na kostky Dungeons and Dragons - Mimic";N/A;N/A;1;0;0;0;N/A;0
6741;0;N/A;N/A;"D&D Miniatures: Icons of the Realms - Glory of the Giants";N/A;N/A;1;5;0;5;N/A;0
6742;0;N/A;N/A;"Zápisník Dungeons & Dragons: Book of Holding";N/A;N/A;1;8;0;8;N/A;0
6743;0;N/A;N/A;"D&D: Nolzur's Miniatures - Death Knight & Helmed Horror";N/A;N/A;1;8;0;8;N/A;0
6744;0;N/A;N/A;"D&D Miniatures: Icons of the Realms - Van Richten's Guide to Ravenloft";N/A;N/A;1;7;0;7;N/A;0
6745;0;N/A;N/A;"Poznámkový kalendář - Calendar of Many Adventures 2025";N/A;N/A;1;2;0;2;N/A;0
6746;0;N/A;N/A;"Dungeons & Dragons - Quests from the Infinite Staircase";N/A;N/A;1;9;0;9;N/A;0
6747;0;N/A;N/A;"Dungeon & Dragons Nolzur's Marvelous Miniatures - Shrieker & Violet Fungus";N/A;N/A;1;3;0;3;N/A;0
6748;0;N/A;N/A;"D&D Miniatures: Icons of the Realms - Sand & Stone";N/A;N/A;1;4;0;4;N/A;0
6749;0;N/A;N/A;"Dungeons & Dragons Nolzur's Marvelous Miniatures: Half-Elf Rogue Female";N/A;N/A;1;0;0;0;N/A;0
6750;0;N/A;N/A;"Dungeons & Lasers: Horrors of Deuslair";N/A;N/A;1;8;0;8;N/A;0
6751;0;N/A;N/A;"Lord of the Rings RPG 5E: Tales from Eriador";N/A;N/A;1;1;0;1;N/A;0
6752;0;N/A;N/A;"Dungeons & Lasers: Durkar";N/A;N/A;1;3;0;3;N/A;0
6753;0;N/A;N/A;"Dungeons & Lasers: Deuslair Core Set";N/A;N/A;1;10;0;10;N/A;0
6754;0;N/A;N/A;"Dungeons & Dragons: Fizban's Treasury of Dragons";N/A;N/A;1;3;0;3;N/A;0
6755;0;N/A;N/A;"Dungeons & Dragons: Nolzur's Marvelous Pigments - Monsters";N/A;N/A;1;10;0;10;N/A;0
6756;0;N/A;N/A;"Dungeons & Lasers: Dwarven Mine PrismaCast™ Pre-Painted Terrain";N/A;N/A;1;0;0;0;N/A;0
6757;0;N/A;N/A;"Fantasy World Creator: Master's Screen";N/A;N/A;1;0;0;0;N/A;0
6758;0;N/A;N/A;"Dungeons & Lasers: Draculus";N/A;N/A;1;5;0;5;N/A;0
6759;0;N/A;N/A;"Dungeons & Dragons: Van Richten's Guide to Ravenloft";N/A;N/A;1;9;0;9;N/A;0
6760;0;N/A;N/A;"The Deck of Many Animated Things";N/A;N/A;1;4;0;4;N/A;0
6761;0;N/A;N/A;"Dungeons & Lasers: Beastkin Hybrids";N/A;N/A;1;8;0;8;N/A;0
6762;0;N/A;N/A;"The Game Master's Book of Legendary Dragons";N/A;N/A;1;7;0;7;N/A;0
6763;0;N/A;N/A;"Dungeons & Dragons The Wild Beyond the Witchlight";N/A;N/A;1;9;0;9;N/A;0
6764;0;N/A;N/A;"D&D Dungeon Master's Screen Dungeon Kit";N/A;N/A;1;2;0;2;N/A;0
6765;0;N/A;N/A;"Krabička na kostky Dungeons and Dragons - Mimic";N/A;N/A;1;5;0;5;N/A;0
6766;0;N/A;N/A;"D&D Miniatures: Icons of the Realms - Glory of the Giants";N/A;N/A;1;1;0;1;N/A;0
6767;0;N/A;N/A;"Zápisník Dungeons & Dragons: Book of Holding";N/A;N/A;1;7;0;7;N/A;0
6768;0;N/A;N/A;"D&D: Nolzur's Miniatures - Death Knight & Helmed Horror";N/A;N/A;1;1;0;1;N/A;0
6769;0;N/A;N/A;"D&D Miniatures: Icons of the Realms - Van Richten's Guide to Ravenloft";N/A;N/A;1;10;0;10;N/A;0
6770;0;N/A;N/A;"Poznámkový kalendář - Calendar of Many Adventures 2025";N/A;N/A;1;5;0;5;N/A;0
6771;0;N/A;N/A;"Dungeons & Dragons - Quests from the Infinite Staircase";N/A;N/A;1;10;0;10;N/A;0
6772;0;N/A;N/A;"Dungeon & Dragons Nolzur's Marvelous Miniatures - Shrieker & Violet Fungus";N/A;N/A;1;10;0;10;N/A;0
6773;0;N/A;N/A;"D&D Miniatures: Icons of the Realms - Sand & Stone";N/A;N/A;1;9;0;9;N/A;0
6774;0;N/A;N/A;"Dungeons & Dragons Nolzur's Marvelous Miniatures: Half-Elf Rogue Female";N/A;N/A;1;3;0;3;N/A;0
6775;0;N/A;N/A;"Dungeons & Lasers: Horrors of Deuslair";N/A;N/A;1;4;0;4;N/A;0
6776;0;N/A;N/A;"Lord of the Rings RPG 5E: Tales from Eriador";N/A;N/A;1;0;0;0;N/A;0
6777;0;N/A;N/A;"Dungeons & Lasers: Durkar";N/A;N/A;1;6;0;6;N/A;0
6778;0;N/A;N/A;"Dungeons & Lasers: Deuslair Core Set";N/A;N/A;1;10;0;10;N/A;0
6779;0;N/A;N/A;"Dungeons & Dragons: Fizban's Treasury of Dragons";N/A;N/A;1;5;0;5;N/A;0
6780;0;N/A;N/A;"Dungeons & Dragons: Nolzur's Marvelous Pigments - Monsters";N/A;N/A;1;1;0;1;N/A;0
6781;0;N/A;N/A;"Dungeons & Lasers: Dwarven Mine PrismaCast™ Pre-Painted Terrain";N/A;N/A;1;9;0;9;N/A;0
6782;0;N/A;N/A;"Fantasy World Creator: Master's Screen";N/A;N/A;1;4;0;4;N/A;0
6783;0;N/A;N/A;"Dungeons & Lasers: Draculus";N/A;N/A;1;8;0;8;N/A;0
